topic,rank,representative_text
5,4,"And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat."
5,5,"Ooh, it's very comfy. I've got fantastic leg room up here and leg room in the back for my friends and my passengers."
5,6,"Christian any changes here and what what's the the volume we can offer the volume says Christian has remained unchanged and depending on whether you've got the rear seat folded down or not we can offer anything between 550 liters all the way up to 1,500 liters in trunk capacity with the rear seats folded down I'd just like to mention we've got the rear seat bench plus that can be adjusted quite to your needs and you can"
6,1,"Plus, XSE offers two unique interior choices, including a red and black two-tone leather-trimmed interior with red stitching."
6,2,"The interior design adds to a sporty, in-command driving experience. With the seats in shotgun nappa leather and nubuck textile, and the cutting-edge aluminum decor, it creates one of the four interior themes."
6,3,"And then we progressed to the interior, and we said the same thing."
6,4,And then when you go to the interior it only gets better.
6,5,"Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather."
6,6,"The interior retains the same distinct design as its predecessor, an orchestration of shape, material, light and sound."
7,1,"Scott, how was that ride? Chad, that ride was exhilarating. It felt confident and fun, yet comfortable all at the same time."
7,2,"So after saying hello Europe, today in this event we start to say hello world."
7,3,"I sure do. Hello, everyone, and thank you for joining our live stream."
7,4,And if you have any questions at all feel free to give us a call right here and we'll get those questions answered for you.
7,5,"But this is not going to be a one-way communication. No, we want to engage in a dialogue with you."
7,6,"Together, we're all All available after the presentation for your Q&As."
8,1,We truly believe that the Kia EV6 is an embodiment of the new Kia.
8,2,"When you drive an EV6, you will not just be driving one of Kia's most inventive designs."
8,3,The EV6 GT is the latest vehicle in the complete reimagining of the Kia brand in the U.S. and around the world.
8,4,"And I can tell you, all model variants will meet the Euro 6D emission standard."
8,5,BYD has been sharpening the sword for 10 years now in the development of the next generation E6.
8,6,The E6 offers generous storage space with 580 liters of storage capacity.
9,1,The Mercedes-AMG EQS is a new vision for the future of high performance and embodies the motorsports heritage of AMG while delivering a rush of all-electric excitement.
9,2,"Yeah, the AMG EQS, it's an absolute blast. We've got 749 horsepower from the first production electric AMG ever made."
9,3,I'm about to spend the day with the new EQS by Mercedes EQ.
9,4,"With one click, you can return to the main menu from anywhere in the system."
9,5,can see i'm running into xDrive snowy mountains plus the M Sport because i really love driving myself Joy what are your highlights in terms of design on the new 3 Series?
9,6,The elegant aesthetic of the rear apron is underlined through a horizontal galvanized accent trim.
10,1,Is it relevant? Does it make the product better? Because ultimately we need to deliver the most engaging end product we can to the customer.
10,2,"Indeed, I can tell you that the entire team has really put genuine care to create a product that our customers would truly love."
10,3,"We work a lot with freelancers, but... that is even make us a little bit more sometimes working with freelancers make a little bit more hard because you need to make they feel part of the company and understand the you know the culture of the company and your goals as a leader as well when is your team you're working."
10,4,"You work as a team, but of course there's also a designer who, so to say, is in charge for that product upgrade."
10,5,How can we imagine how this works? How has the team work done.
10,6,Is everybody responsible for one particular segment or have you got a democratic vote at the end?
11,1,"This is the all-new, completely redesigned 2021 Hyundai Elantra. Elantra is our popular compact sedan, and in its seventh generation, as you'll see, the upgrades and enhancements are everywhere."
11,2,"So there we have it, the 2024 Hyundai Elantra and the 2024 Hyundai Elantra Hybrid with their sleek, refreshed styling, driver-oriented interior, user-friendly tech, and impressive safety features. These two sedans have something for just about everyone."
11,3,"Now, speaking of trims, both Elantra and Elantra Hybrid come in a range of them."
11,4,"So here on the side of the 2020 Q7, you'll notice that the overall silhouette has remained unchanged from the 2019 model except for the side skirt has been redesigned to make it a little bit more chiseled, a little bit more sporty."
11,5,So the C2 becomes the Nevada. Everybody at Rimac hopes that the Navera will live up to its name.
11,6,Now let's go to the production line and check out the evolution from the C2 to the Navera.
12,1,"Yeah, so around these turns, the rear axle steering helps you get just a little bit more responsive turn in for the car."
12,2,"Nice. Wow, I can feel the rear steer. We have 10 degree rear axle steering standard which is really great for stability at high speeds and then also awesome for parking."
12,3,"Yeah, so at the rear axle, we've got rear axle steering. It's 9 degrees, which is a really big number for rear axle steering."
12,4,"The ride is very quick, very responsive, the steering is very sharp, plus with its lift electronic control you're getting more horsepower using less rpm so you're getting great fuel efficiency too."
12,5,The available all-wheel steering system helps connect the driver to the road.
12,6,"Rear wheel steering can turn the rear wheels up to five degrees, decreasing turn radius, easing parking, and increasing agility and higher speeds."
13,1,"As a result, RAV4 Prime is among the quickest Toyota vehicles available."
13,2,And it quickly becomes clear that RAV4 Prime lives up to its name. Visit toyota.com slash RAV4 Prime to learn more.
13,3,"And now, let's just do it again. The 2021 RAV4 Prime is the most powerful RAV4 ever."
13,4,"Some standard features on the A4 include LED headlights with high beam assist and tail lights with dynamic turn signals, kick to release trunk, 10.1 inch center touch screen display with Apple CarPlay and Android Auto, full leather seating surfaces with heated front seats and much, much more."
13,5,"The chassis has been developed by world chassis expert Heinz Keck and features front MacPherson struts and rear multi-link suspension, giving the next generation E6 precise control and agility."
13,6,cooling in the rear and everything developed bespokely for the Nevada. Here we can see one of the final pre-series cars and all of them have a planned life.
14,1,It's easy to see why Grand Highlander is the ultimate adventure SUV.
14,2,Want to learn more? Discover Highlander today on toyota.com slash Highlander.
14,3,"With all of these factors considered, it's clear that Grand Highlander is the stylish SUV for the modern family. Want to learn more? Check out toyota.com slash Grand Highlander."
14,4,Camry is getting 39 mpg highway. It has a 2.5 liter engine putting out 203 horsepower.
14,5,And here's Camry mixing body color panels right into the black mesh inserts.
14,6,"And the Camry, not much of a fastback going on here. Just a back."
15,1,"There's the instrument cluster, the main media display, and a 12.3-inch passenger display over there."
15,2,Almost all functions are integrated into the slim and frameless display with a 12.3 inch instrument cluster and a 14.9 inch central information display.
15,3,"Plus, an available 12.3-inch digital gauge cluster and an available 10-inch head-up display help keep important information in the driver's line of sight."
15,4,and that also includes your left hand stack. So on the lower screen you have all of your AC controls.
15,5,"Now directly in front of you, you have your Virtual Cockpit Plus which is going to be the second generation of our virtual cockpit system."
15,6,Now you can hit this view button and it'll minimize your gauges and maximize the information is in the center.
16,1,"So there you have it, the first ever Hyundai IONIQ 6. With its bold new exterior design, truly innovative interior, premium tech, and advanced safety features, IONIQ 6 is a Hyundai unlike any you have ever seen."
16,2,"Now, IONIQ 6 is the newest member of the IONIQ family of electric vehicles, and it's built on the same electric global modular platform as our immensely popular IONIQ 5."
16,3,We are thrilled to introduce you to Hyundai's first ever IONIQ 5.
16,4,"But now as a father of three kids, the X5 is my favorite for the moment."
16,5,We already started with connectivity 21 years ago when we first launched BMW Connected Drive.
16,6,"And wireless device charging is right here, which, Gian, is going to come in your Sonata SEL when you have the convenience package."
17,1,"Add all of that together, and it's clear that Prius Prime goes above and beyond, cementing Toyota's electrification leadership. Learn more today at toyota.com slash Prius Prime."
17,2,"Stay tuned to learn more about Prius Prime later in the video, but for now, let's find out more about Prius."
17,3,And it's easy to see how Prius Prime is ready to take the lead. Learn more today at toyota.com slash Prius Prime.
17,4,"And second, at our Mirafuri facility, another facility in Torino, we collect solar energy from the rooftop and that solar power charges every 500e that leaves the factory."
17,5,This is a solar panel roof capable of charging the onboard batteries of the newly redesigned Hyundai Sonata Hybrid.
17,6,"Now on top of that, that solar panel roof is capable of producing enough electric power to provide an additional 700 miles of driving per year."
18,1,"And with the available Hyundai Digital Key 2 Touch, you can unlock your door and start your motor all from your smartphone, no key fob required."
18,2,"The Hyundai Digital Key transforms your smartphone into a key fob, or you can use this handy key card."
18,3,"Hyundai Digital Key, allowing you to transform your smartphone into a key fob or you can use this digital key card."
18,4,So to use the kick to open function you're going to make sure that the vehicle is locked and once it is locked you're going to have the key on your person.
18,5,You're going to kick underneath the bumper and immediately back up and the hatch will open up for you.
18,6,And as with all of our SUVs you can reset the height for the tailgate as well and whenever you're done doing that you can just kick underneath the bumper again and it'll close for you.
19,1,Different plug-in hybrid models are released later with the latest BMW high-voltage battery and plug-in hybrid drive technology.
19,2,So the most progressive sports car of the world was a plug-in hybrid or is a plug-in hybrid.
19,3,"At the same time though, let's not forget it's still a plug-in hybrid."
19,4,This isn't your basic boring hybrid. It utilizes the same kind of technology found in the NSX.
19,5,All four-cylinder engines have a 12-volt mild hybrid system on board for efficient brake recuperation.
19,6,And all six-cylinder engines have a 48-volt mild hybrid system. And the core components of the mild hybrid system are the belt starter generator and the lithium-ion battery as a storage.
20,1,"Every grade comes standard with Toyota Safety Sense 2.5+, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, and Road Sign Assist."
20,2,"But Corolla's ingenuity reaches beyond the audio multimedia experience. Every Corolla grade comes standard with Toyota Safety Sense 3.0. which includes pre-collision system with pedestrian detection, lane departure alert with steering assist, automatic high beams, full speed range dynamic radar cruise control, lane tracing assist, road sign assist, and proactive driving assist."
20,3,"Beyond comfort, Corolla's onboard technology puts a big emphasis on safety. Every Toyota Corolla comes with Toyota Safety Sense 3.0, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, Road Sign Assist, and Proactive Driving Assist."
20,4,"Oh, this is great. start ignition standard active sound control standard multi-view rear camera standard and as if all that wasn't enough Acura went ahead and made its Acura watch advanced safety and driver assistance technology package standard huh standard that has a nice ring to it doesn't it this package includes forward collision warning collision mitigation braking lane departure warning lane keeping assist road departure mitigation and adaptive cruise control standard across all trims."
20,5,"If your wipers are turned on, if the front wheels slip, or if you have an abrupt throttle input, it even activates on grades or when passing."
20,6,"and that goes beyond its array of 10 airbags. All 8th generation Camry models come standard with Toyota Safety Sense P, an advanced suite of active safety technologies like Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, and more."
21,1,"So I'm always getting asked if the Mustang Mach-E handles like a Mustang, and I can definitely tell you yes."
21,2,That was Mustang. It was really a mandate of show us what you've got.
21,3,"Mustang is a me car. It's about me, it's indulgence. This is a we car."
21,4,"So thank you for this bloodline of ingenuity, for this brotherhood, for writing the source code for these cars, because it's not yet time for your legacy to go. It's go time for the next generation of Dodge muscle."
21,5,"And no doubt, just like me, you're probably extremely eager to have a detailed look at the exciting, the all new, all electric Ford Mustang Mach-E. Well, I've got some good news, and I think we all need a bit of that right now, don't we?"
21,6,electric vehicle and dramatic new member of the iconic and global Mustang family.
22,1,"Now let's hear from our Design Director, Rob Melville, on the first of those pillars, technical design."
22,2,"Now let's hear from our design director, Rob Melville, on the first of those pillars, technical design."
22,3,"I'm great, thanks for coming. Thank you, thank you. How do you feel about the design here?"
22,4,And every signature has a very specific coming and leaving home light scenario.
22,5,"Now, this animation of signature 1, 2 and 3, as well as a fourth signature, can be activated when you activate the out-of-drive select vote dynamic."
22,6,"Okay, so it's a very international network of supply and assembly. Now, a question to you, Ashley, as the designer."
23,1,"Its feature-laden console centers around an audio multimedia system with standard compatibility for Apple CarPlay, which connects drivers to Apple Music, Maps, Messages, and other favorite apps from your iPhone."
23,2,It'll charge and you have the full Android Auto or Apple CarPlay environment.
23,3,"including standard compatibility for Apple CarPlay, which connects drivers to Apple Music, Maps, Messages, and other favorite apps from the iPhone."
23,4,You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
23,5,"The dual action armrest opens for the driver, Opens for the passenger, one push button, slides all the way back, revealing a place to plug in your phone, that's super smart for your super smart phone."
23,6,Contrarily you can hit that same phone button to end a phone call.
24,1,It drives like a normal car It has an accelerator pedal brake pedal steering wheel shifter.
24,2,"i-Pedal 3.0 allows you to speed up, slow down, or even come to a complete stop, all just using the accelerator pedal."
24,3,"So in any one of these drive experiences, you can drive in one pedal or in two pedal drive."
24,4,"Energy recuperation is an EV feature we now know well, but Audi takes a different approach to one-pedal driving."
24,5,This is more efficient than always engaging maximum recuperation. Paddles on the steering wheel allow you to manually choose three different levels of recuperation to suit your drive style.
24,6,"The main benefit actually is that you drive with zero emissions when you are in the electric mode, of course best if you have also ecological friendly electricity being charged and on the other hand once you need the longer distance driving you have the combustion engine that drives you wherever you want to."
25,1,Thanks to the Wumesta premium sound system speakers all around the best technology in the sound business.
25,2,"Because there's no, especially with this on, there's no sound, you know, to go off."
25,3,The Burmeister sound system with virtual surround sound has become even more powerful.
25,4,"And with the available 19 speaker Bang & Olufsen sound system, the A4 can be your own personal concert hall."
25,5,The quietness inside the cabin of the Q8 e-tron is something you just have to experience to truly appreciate.
25,6,"That means this car is acoustically better. Definitely, definitely better than the retractable hot top."
26,1,"When it comes to performance, Toyota Crown delivers thanks to its all-hybrid electric powertrain lineup."
26,2,I sincerely want the world to know what Japan's crown is all about.
26,3,"Two years later, the crown team has manifested a crown for the coming era."
26,4,Maybe. But that was never the point. The point was that they told us we couldn't sell Hemis.
26,5,"because you are messing with the crown jewels. Consumers from one of our research clinics were saying, are you guys crazy?"
26,6,"the pike Yes, so I think the exciting times that we have is that we think in platforms."
27,1,All of this wrapped in Audi's signature drive and build quality. Our most important vehicle in 40 years refined. The Audi Q8 e-tron SUV and Sportback.
27,2,An Audi interior is always a premium one and the Q8 e-tron is one of our most unique.
27,3,"Just as Quattro went on to become the name for every all-wheel drive Audi, the same now goes for e-tron on every Audi electric vehicle."
27,4,"With the emotional styling of a coupe and the versatility of a sport utility vehicle, the innovative Audi Q8 is the flagship SUV."
27,5,"The flat roofline, wide body, and frameless side windows add to the personality of the Audi Q8 and contribute to its powerful stature, all while providing generous headroom."
27,6,The octagon grille with contoured air inlets and available HD matrix design LED headlights add an aggressive look to the Q8.
28,1,"By pre-ordering yours today, you'll lock in that special promotional pricing and be one of America's first to drive a candy."
28,2,"Today, after much anticipation and with growing market demand, we are proud to announce that Candy is enabling the auto evolution for all with its line of affordable electric vehicles."
28,3,"How much does it cost? I'm glad you asked. Candy America is offering special promotional pricing for the first 1,000 pre-orders of the K23 as well."
28,4,"Yes. We have a meeting with the board members. This has got to be a mistake, right?"
28,5,"And now, here is Peter Nota, board member for customer, brands, and sales."
28,6,"And on that note, I'd like to hand back to Peter Nota."
29,1,"The Porsche electric sport sound gives the Taycan a distinctive and emotional sound signature, making it a true Porsche."
29,2,"We are here with Porsche's first all-electric car, the Taycan. The question is about hydrogen though."
29,3,"Thank you for your attention. At the end of the day, the most important thing about the Taycan is it is still a true Porsche sports car. It has the soul of a Porsche electrified."
29,4,"Twin turbos that perform like they're constantly spooled, and a driveline that houses an eight-speed transmission and an all-wheel drive system, standard."
29,5,The copied design respects the aesthetics of the coupe and at the same time it becomes a spider which conveys an even sleeker effect to the body of the car.
29,6,"It seemed that nothing could dent his confidence, even if that something was a Porsche."
30,1,"First, LE and XLE grades feature a unique front fascia shape and grille design, as well as alloy wheel designs on the gas and all-wheel drive grades, while SE and XSE grades boast their own distinct lower fascia shape, honeycomb grille, and either 18-inch or 19-inch wheels."
30,2,"Hybrid SE and XSE, on the other hand, feature 18-inch multi-spoke black sport alloy wheels."
30,3,"So these are our 20-inch multi-spoke wheels. The coupe over there, we have our 19 multi-spoke black wheels, so these are available in black as well."
30,4,And they also have a new wheel design so these are going to be 21 inch wheels front and rear.
30,5,And what you can see here is the 19 inch M light alloy wheel double spoke styling 791M in bicolour jet black.
30,6,"And if you want to be a bit more individual and a bit more functional, you can also go for the aerodynamic wheel 1001i with a considerable CO2 advantage despite its 20-inch size."
