topic,run,model,keywords,label,normalized_label,error
1,11,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
1,12,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
1,13,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
1,14,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assist Displays,driver assist displays,
1,15,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",In-Car Displays and Driver Assistance,in-car displays and driver assistance,
1,16,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance Displays,driver assistance displays,
1,17,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
1,18,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
1,19,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance Displays,driver assistance displays,
1,20,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
1,21,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance Displays,driver assistance displays,
1,22,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
1,23,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
1,24,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
1,25,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",In-Vehicle Displays and Driver Assistance,in-vehicle displays and driver assistance,
1,26,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Infotainment and Driver Assistance,infotainment and driver assistance,
1,27,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
1,28,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance & Displays,driver assistance displays,
1,29,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
1,30,openai/gpt-5.5,"display, control, car, navigation, assist, driver, driving, parking, screen, traffic",Driver Assistance and Infotainment,driver assistance and infotainment,
2,1,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Episode,automotive test drive episode,
2,2,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Episodes,automotive test drive episodes,
2,3,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Episodes,automotive test drive episodes,
2,4,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Episodes,automotive test drive episodes,
2,5,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",EV Test Drive Episode,ev test drive episode,
2,6,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Episodes,automotive test drive episodes,
2,7,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Car Test Drive Fun,car test drive fun,
2,8,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",EV Test Drive Entertainment,ev test drive entertainment,
2,9,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Episodes,automotive test drive episodes,
2,10,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Entertainment Episodes,automotive entertainment episodes,
2,11,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Episodes,automotive test drive episodes,
2,12,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",EV Test Drive,ev test drive,
2,13,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",EV Test Drive Episodes,ev test drive episodes,
2,14,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",EV Test Drive Episodes,ev test drive episodes,
2,15,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Car Test Drive Episodes,car test drive episodes,
2,16,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Car Test Drive,car test drive,
2,17,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Fun,automotive test drive fun,
2,18,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Car Test Drive Episodes,car test drive episodes,
2,19,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Car,car,
2,20,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",EV Test Drive Episodes,ev test drive episodes,
2,21,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Chat,automotive test drive chat,
2,22,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Car Test Drive Episodes,car test drive episodes,
2,23,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Fun,automotive test drive fun,
2,24,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Episodes,automotive test drive episodes,
2,25,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Car Test Drive Episodes,car test drive episodes,
2,26,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Episodes,automotive test drive episodes,
2,27,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Episodes,automotive test drive episodes,
2,28,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Fun Auto Test Drives,fun auto test drives,
2,29,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Test Drive Episodes,automotive test drive episodes,
2,30,openai/gpt-5.5,"auto, happy, episode, season, press, fun, got, absolutely, hello, enjoy",Automotive Show Banter,automotive show banter,
3,1,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,2,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,3,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,4,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,5,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,6,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,7,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,8,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,9,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,10,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,11,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,12,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,13,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,14,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,15,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,16,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ Lineup,hyundai ioniq lineup,
3,17,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,18,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ Lineup,hyundai ioniq lineup,
3,19,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,20,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,21,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,22,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,23,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,24,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,25,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,26,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,27,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,28,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,29,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ EV Lineup,hyundai ioniq ev lineup,
3,30,openai/gpt-5.5,"ioniq, hyundai, charging, electric, vehicle, platform, rear, ev, new, interior",Hyundai IONIQ Lineup,hyundai ioniq lineup,
4,1,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Comparisons,midsize sedan comparisons,
4,2,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Competition,midsize sedan competition,
4,3,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,4,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Honda Accord and Sedans,honda accord and sedans,
4,5,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Models,midsize sedan models,
4,6,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Comparisons,midsize sedan comparisons,
4,7,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,8,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,9,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,10,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,11,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,12,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize,midsize,
4,13,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Models,midsize sedan models,
4,14,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Honda Accord and Sedans,honda accord and sedans,
4,15,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Comparisons,midsize sedan comparisons,
4,16,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Models,midsize sedan models,
4,17,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,18,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Comparisons,midsize sedan comparisons,
4,19,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,20,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,21,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Models,midsize sedan models,
4,22,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedans and Features,midsize sedans and features,
4,23,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,24,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,25,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Market,midsize sedan market,
4,26,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Comparisons,midsize sedan comparisons,
4,27,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Models,midsize sedan models,
4,28,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Comparisons,midsize sedan comparisons,
4,29,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Models,midsize sedan models,
4,30,openai/gpt-5.5,"sonata, accord, hyundai sonata, hyundai, camry, 2018, features, new, honda, 2020",Midsize Sedan Models,midsize sedan models,
5,1,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,2,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,3,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,4,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,5,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Stations,ev charging stations,
5,6,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,7,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,8,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,9,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,10,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,11,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,12,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,13,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Home Charging Stations,ev home charging stations,
5,14,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,15,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,16,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,17,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,18,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Stations,ev charging stations,
5,19,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Stations,ev charging stations,
5,20,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Stations,ev charging stations,
5,21,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,22,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,23,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,24,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Stations,ev charging stations,
5,25,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
5,26,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Stations,ev charging stations,
5,27,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Stations,ev charging stations,
5,28,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Stations,ev charging stations,
5,29,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Stations,ev charging stations,
5,30,openai/gpt-5.5,"charging, charge, level, stations, plug, home, charging stations, cable, level charging, station",EV Charging Infrastructure,ev charging infrastructure,
6,1,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",Test Drive Experience,test drive experience,
6,2,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Driving Experience,ev test driving experience,
6,3,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Driving Experience,ev driving experience,
6,4,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Drives,ev test drives,
6,5,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Driving,ev test driving,
6,6,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Drives,ev test drives,
6,7,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",Test Driving Experience,test driving experience,
6,8,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Drives,ev test drives,
6,9,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Driving,ev test driving,
6,10,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",Test Driving EVs,test driving evs,
6,11,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Drives,ev test drives,
6,12,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Drives,ev test drives,
6,13,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Driving,ev test driving,
6,14,openai/gpt-5.5,"drive, driving, car, ride, truck, drive car, fun, driver, driven, roads",EV Test Drives,ev test drives,
