topic,rank,representative_text
5,2,"Serious technology like 37 square feet of airbags, blind spot monitoring, rear cross path detection, park assist, adaptive cruise control with full stop, electronic stability control, forward collision warning with full stop, lane departure warning, and even pedestrian automatic emergency braking."
5,3,"I like that. You also get advanced safety technology. It offers standard blind spot detection with rear cross traffic alert and available automatic emergency braking, lane keep assist, and rear parking assistance system."
5,4,"This package includes forward collision warning, collision mitigation braking, lane departure warning, lane keeping assist, road departure mitigation and adaptive cruise control, standard across all trims."
5,5,"Essentially, it projects information onto the windshield ahead of you, things like your speed or your turn-by-turn navigation."
5,6,"The available Adaptive Cruise Assist can help ease the stress of the road at normal highway speeds with active lane sensing, stop and go, and lane centering steering guidance."
6,1,Now this station and other Level 2 home charging stations charge your BMW i3 at 240 volts from the convenience of your own home.
6,2,Level 2 charging stations are currently the most common public charging stations available.
6,3,"For standard charging, use the occasional use cable. Select Level 1. This level is for charging using any dedicated three-prong, 120-volt standard household outlet."
6,4,You can see from that symbol to the top left there. Parking information will now also indicate the probability of finding a parking space along the road.
6,5,This is full throttled and fully connected. This is a new way to drive with high-speed charging capabilities and with the full backing of a global dealer network.
6,6,"By July of 2019, Electrify America will have nearly 500 fast-charging sites complete or under development throughout 40 states and 17 top metro markets."
7,1,"Available LED headlights have an undercut design with a more focused look, while the single-frame grille adds depth to the front."
7,2,"and of course you can see on the left you can see all the lights, but also the three of them in general also have LED, full LED lights."
7,3,"The roof pillars are slimmer and the headlights more streamlined, and the available LED headlamps and daytime running lights combine with a signature grille design to emphasize the front-end width and the very low hood."
7,4,"Let's go. When you get to the ILX, you really see some style with these sharp July LED headlights and that bold pentagon grill."
7,5,"Bold, sophisticated styling Acura really found the balance there. You've got a sculpted hood, you've got a diamond pentagon grill, you've got the jewel eye LED lights, 19 inch wheels, and all of this greatness comes standard."
7,6,I went and put them on brights. it was like full moon.
8,1,"On the inside, we've improved the design of the interior and the materials."
8,2,"And if you talk about the interior, The interior is like the upper exterior layer."
8,3,"So, let's see. In the interior, no, not in the interior. You can see the interior when we're here."
8,4,And then when you go to the interior it only gets better.
8,5,It is a beautiful design. Yes. John and Kate and his design team did an excellent job.
8,6,"As we go through paint, we have a combination of robotics and manual application in order to achieve the finish that this level of customer expects."
9,1,"Introducing the 2018 Hyundai Sonata. Newly redesigned, it's our best Sonata ever."
9,2,"I had a really great time, and I can't wait to jump behind the wheel of one of these vehicles, hopefully very soon. The 2018 Hyundai Sonata, our best Sonata ever."
9,3,"But it's not just about looks, is it? When it comes to performance, the 2020 Hyundai Sonata comes standard."
9,4,"With more than 120 industry accolades, it's the most awarded vehicle in the segment, including multiple JD Power Initial Quality Awards, a better IQS score than Honda or Toyota for three years running, and holding the IHS Award for Owner Loyalty for the last 14 straight years."
9,5,"And when you're the most awarded vehicle in the entire category, you don't settle for anything but more."
9,6,Hey everyone I'm Jesse and I'm Gian. Jesse and I are both Hyundai product specialists and this is a special head-to-head edition of Hyundai showroom walk around.
10,1,Doing them right when the time is right. And the time is right for electric to go Audi.
10,2,This car should have something which no other Audi is going to have.
10,3,So there's a first time for everything to be done the Audi way.
10,4,Hello and welcome. My name is Filip Brabeck and today we are introducing the new 2012 Audi A6.
10,5,Now already by looking at the car you can see that the car introduces a lot of new design features and design language that Audi is bringing forward.
10,6,"Two-thirds, one-third proportion of window to the body is typical to Audi."
11,1,I cannot wait for you to drive the all-new Elantra. Thank you.
11,2,"But let's just say it'll be the most powerful Elantra ever. You know, it's such a huge story with the Elantra and so much excitement around the brand."
11,3,And they work just as well for our all-new Elantra at ground level.
11,4,We already sell the LaCrosse HEV in that market and will reveal the Velite 5 E-Rev there next week.
11,5,I'm Cebu Cera and I'm here with the brand new Cadillac ELR.
11,6,"The ELR is Cadillac's first plug-in hybrid. Chevrolet already sells a plug-in hybrid called the Volt, and the ELR uses the technology from the Volt, but it's a little more powerful and looks completely different."
12,1,That is more than a 3.5 kilometers per hour speed. Correct.
12,2,"With a 6.6, you can get 20 miles of range within one hour."
12,3,And even the base Model 3 will do 0 to 60 miles an hour or 0 to 100 kilometers an hour in less than six seconds.
12,4,"The A3 e-tron can run on electric-only power for an EPA-estimated 16 miles, suitable for urban commutes."
12,5,"At the speed range between 55 kilometers an hour and 160 kilometers an hour, we will shut down the engine every time the customer takes off his food from the accelerator."
12,6,"In Europe, the results are in. The new and rather strict WLTP numbers give the e-tron a range of well over 400 kilometers."
13,1,"While the current Nissan LEAF was the EV pioneer, the new Nissan LEAF has the real potential to become the core of the company."
13,2,He will talk about the expectations of the new Nissan LEAF and explain what Nissan Intelligent Mobility is all about.
13,3,ProPILOT and ePEDAL in the new Nissan Leaf are great examples of Nissan Intelligent Driving.
13,4,"This plant, you may or may not know, was a 2011 JD Power Platinum Award winner."
13,5,"So there are very, very few plants anywhere in the world that can achieve that level of significance."
13,6,It works like a treat and we're very happy to have that Mexican plant.
14,1,"Polestar stands for pure, progressive performance. And this is our first product, Polestar 1."
14,2,"Now, looking at the lineup of Polestar 1, Polestar 2 and Polestar 3, you get a very good idea of the scope of our brand."
14,3,"Polestar. So, this great awesome design became our Polestar 2, and we're going to show it to you in a minute."
14,4,"This is our own blend of star power here, of course with the three-pointed star."
14,5,"Ladies and gentlemen, good evening and welcome to Shanghai. Welcome to the launch of the new Polestar brand."
14,6,"This car will be built in Chengdu, here in China, the Polestar cars."
15,1,I led a team of young engineers developing the body of a new supercar that would become the Acura NSX.
15,2,"So while we created this NSX concept for our customers, you might see NSX on the racetrack as well."
15,3,"here, the all-new Acura NSX. NSX Global Development Leader, Ted Klaus. Morning everyone, it's been my honor to lead development for this new Acura supercar, the next generation NSX."
15,4,"Hey, I'm Bradley Hasenmaier, and I am thrilled to share a few highlights of the 2020 Acura ILX with incredible standard features and bold new styling."
15,5,"Oh, this is great. start ignition standard active sound control standard multi-view rear camera standard and as if all that wasn't enough Acura went ahead and made its Acura watch advanced safety and driver assistance technology package standard huh standard that has a nice ring to it doesn't it this package includes forward collision warning collision mitigation braking lane departure warning lane keeping assist road departure mitigation and adaptive cruise control standard across all trims."
15,6,Hey I'm Bradley Hasenmaier and I am thrilled to give you a quick look at the 2020 Acura RLX Sport Hybrid.
16,1,"The Q50 is the latest premium performance sedan from Infiniti. The Q50 is longer, lower, and wider than Infiniti's previous G37 sedan, and it has world's first advances for the luxury market."
16,2,"Hello, I'm Jane, a product specialist for Infiniti, and this is the all-new Infiniti Q50."
16,3,"So ladies and gentlemen, please welcome the new Infiniti Q50. Here it is, the new Infiniti Q50."
16,4,So here in the cockpit of the 2020 Q7 you'll notice that the entire dashboard has been redesigned so you have your dual touch screen set up the same that we see in the A6 and A7 so much like a smartphone you can swipe left and right on the top screen to see your different icons you could also press and hold on any of these different icons to drag and drop and move them around to your liking
16,5,I want to say thank you for taking time out of your day to take a look at the 2020 Q7 with us.
16,6,And now it's time for the next game changer. It is the start of a new era and it's an Atron full stop.
17,1,"Through the center of the car, we have a dominant center console, which houses the lithium ion battery pack, which is very large, and therefore the chassis is specifically designed to house this battery pack."
17,2,"Okay, so we're looking up on the underside of the battery pack."
17,3,cars you know the battery race continues here you are breaking away with lithium iron yeah it's the same family of chemistry in the lithium chemistry but we're using lithium iron instead of lithium ion or lithium ion phosphate so we give up a little bit of power density but it's a much safer battery pack we don't have runaway thermal issues if you'll remember a few years ago there were laptop computers that were catching on fire that was
17,4,"On an electric car, there's a large area which is smooth and flush anyway, because it's under shield of the battery and for the rest, so under the axles, we have designed nice covers which are equally flush to the battery underside."
17,5,From the beginning of the project we took a lot of effort to make a really good cooling of the machines.
17,6,"We have cooling water of course around the stator, also rotor internal cooling and bearing plate cooling."
18,1,"At the same time though, let's not forget it's still a plug-in hybrid."
18,2,"No, I have to tell you the plug-in hybrid, whether it's the Sonata plug-in hybrid that we just launched a few months ago or the IONIQ plug-in hybrid, it gives you the best of everything."
18,3,So the most progressive sports car of the world was a plug-in hybrid or is a plug-in hybrid.
18,4,Let's start here with Acura's first hybrid. It's a 1.5-liter hybrid system with a CVT transmission. What's this one over here?
18,5,"We plan to offer more than 20 new models until 2025. Some will be plug-in hybrids, and half of them will be fully electric."
18,6,We will also be launching further plug-in hybrids during the course of 2020.
